repeats,epochs,batch,output_dims,output_model,tasks,height,width,clustering,unitsize,lines,control.cpu_cycles,managed-no-prefetch.cpu_cycles,managed-prefetch.cpu_cycles,proto-no-prefetch.cpu_cycles,proto-prefetch.cpu_cycles,coro-no-prefetch.cpu_cycles,coro-prefetch.cpu_cycles,control.instructions,managed-no-prefetch.instructions,managed-prefetch.instructions,proto-no-prefetch.instructions,proto-prefetch.instructions,coro-no-prefetch.instructions,coro-prefetch.instructions,control.d_cache_reads,managed-no-prefetch.d_cache_reads,managed-prefetch.d_cache_reads,proto-no-prefetch.d_cache_reads,proto-prefetch.d_cache_reads,coro-no-prefetch.d_cache_reads,coro-prefetch.d_cache_reads,control.d_cache_misses,managed-no-prefetch.d_cache_misses,managed-prefetch.d_cache_misses,proto-no-prefetch.d_cache_misses,proto-prefetch.d_cache_misses,coro-no-prefetch.d_cache_misses,coro-prefetch.d_cache_misses
10,10,100,1,0,8,800,176,103,2,6,73706427,0,0,0,0,82763890,68352516,160933906,0,0,0,0,222523755,248123460,8141022,0,0,0,0,9405349,9361965,5100371,0,0,0,0,4618926,4170122
10,10,100,1,0,8,800,176,104,2,6,75814821,0,0,0,0,84590608,69132321,160933906,0,0,0,0,222523755,248123459,8158847,0,0,0,0,9333732,9116213,5243382,0,0,0,0,4862598,4359952
10,10,100,1,0,8,800,176,105,2,6,70277876,0,0,0,0,82701086,68378691,160933906,0,0,0,0,222523756,248123460,7947212,0,0,0,0,9376091,9436498,4992538,0,0,0,0,4464511,4198167
10,10,100,1,0,8,800,176,106,2,6,74422780,0,0,0,0,83278144,68897650,160933907,0,0,0,0,222523755,248123459,8240918,0,0,0,0,9355406,9263629,5072906,0,0,0,0,4719148,4267213
10,10,100,1,0,8,800,176,107,2,6,76011940,0,0,0,0,83642300,68886933,160933907,0,0,0,0,222523756,248123460,8347768,0,0,0,0,9404824,9339942,5094366,0,0,0,0,4765668,4321839
10,10,100,1,0,8,800,176,108,2,6,71037380,0,0,0,0,83061070,68362663,160933907,0,0,0,0,222523755,248123460,8163303,0,0,0,0,9332181,9284463,4901415,0,0,0,0,4682104,4302495
10,10,100,1,0,8,800,176,109,2,6,72145156,0,0,0,0,82449520,68540522,160933906,0,0,0,0,222523755,248123460,8080554,0,0,0,0,9351992,9423819,4993928,0,0,0,0,4544985,4193263
10,10,100,1,0,8,800,176,110,2,6,74942249,0,0,0,0,82906233,69184816,160933907,0,0,0,0,222523755,248123460,8227163,0,0,0,0,9416177,9231808,5182443,0,0,0,0,4700487,4241388
10,10,100,1,0,8,800,176,111,2,6,70742762,0,0,0,0,82954149,68142698,160933906,0,0,0,0,222523755,248123460,8106375,0,0,0,0,9476487,9445543,4875496,0,0,0,0,4508622,4197042
10,10,100,1,0,8,800,176,112,2,6,71009549,0,0,0,0,81344327,68287140,160933906,0,0,0,0,222523755,248123459,8028550,0,0,0,0,9419274,9487203,4946621,0,0,0,0,4286699,4052473
10,10,100,1,0,8,800,176,113,2,6,70863093,0,0,0,0,81932752,68305835,160933906,0,0,0,0,222523755,248123460,8187248,0,0,0,0,9251724,9266099,4873621,0,0,0,0,4525343,4187724
